ID;Num_Doc;Statement;Type
403:2;CoCalc_4981;This was surely caused by me trying to port this code to antd (from bootstrap).;Claim
403:3;CoCalc_4981;"I fixed this";Claim
403:4;CoCalc_4981;something strange must have happened with div/col/row/whatever :thinking:;Claim
403:5;CoCalc_4981;Screenshot;Premise
404:1;CoCalc_5062;"cocalc-jupyter: provide a jupyter command line console frame (connected to the same kernel)";Claim
404:4;CoCalc_5062;"I don't expect this to get used much, but it also wasn't hard to implement.";Claim
404:5;CoCalc_5062;It seems like a fun little feature in some edge case situations, and I can't imagine somebody working on Jupyterlab didn't already do something similar?;Claim
404:6;CoCalc_5062;did you see this?  It's a one click way to get a command line Jupyter console connected to the same kernel as a notebook.  And if the notebook kernel is restarted it automatically points itself at the new kernel;Premise
404:7;CoCalc_5062;You can even start editing Python code and use it in either place:;Claim
404:8;CoCalc_5062;"To use this, just click the ""Console"" button at the top of a cocalc-Jupyter notebook!  That's it.  Super easy.";Premise
404:9;CoCalc_5062;"![image](https://user-images.githubusercontent.com/1276278/101110497-eeeb7000-358d-11eb-992e-9fccebf3fc90.png)Now I can use the left like a normal notebook, and I can use the right side like a command line terminal, but they are using the same kernel (so same variables).  It's the best of both worlds (notebook and command line).";Premise
404:10;CoCalc_5062;![image](https://user-images.githubusercontent.com/1276278/101110620-3a9e1980-358e-11eb-8977-b692f16fd216.png);Premise
405:3;CoCalc_5118;This is a major usability issue.;Claim
405:4;CoCalc_5118;"iPad: run buttons in Sage worksheets and Jupyter notebooks in portrait mode1. The run button disappears on an iPad in portrait mode with a Sage worksheet.  It is there when in landscape mode.";Premise
405:5;CoCalc_5118;This is a minor usability issue.;Claim
405:6;CoCalc_5118;"2. Jupyter notebooks do have the run button in portrait mode, though the word ""Run"" is hidden, which makes the button small and harder to click.";Premise
405:7;CoCalc_5118;", this is because Jupyter classic never has the word ""Run"" for the run button, since it is NOT mobile friendly, so they don't need to use the run button much.";Premise
406:3;Google_Colab_11;Ah, I take back my comment about `smartLists`: this doesn't seem to help, unfortunately.;Claim
406:5;Google_Colab_11;Inappropriate starting index in ordered list;Claim
406:6;Google_Colab_11;"![image](https://user-images.githubusercontent.com/5977817/34364003-aedddc26-eac4-11e7-9164-b6faf16a1a74.png)Related specification: [start number](http://spec.commonmark.org/0.27/#start-number). Minimal example:2. second itemRendered as:1. second item";Premise
406:7;Google_Colab_11;We use marked.js, not commonmark;Claim
406:8;Google_Colab_11;so this is (unfortunately) working as intended.;Premise
406:9;Google_Colab_11;It's possible that the [smartLists](https://github.com/chjj/marked#smartlists) option could make this work, but we'd have to set that in the UI (you couldn't do it yourself);Claim
406:10;Google_Colab_11;More info on markdown in colab is in [this sample notebook];Premise
406:11;Google_Colab_11;It's possible that the [smartLists](https://github.com/chjj/marked#smartlists) option could make this work;Claim
406:12;Google_Colab_11;This is a limitation of marked.js,;Claim
406:13;Google_Colab_11;"see: https://github.com/chjj/marked/issues/665.A workaround is to use an HTML ordered list in the markdown:";Premise
407:1;Google_Colab_92;"it stays initializingmy network broke when i was running colab.i reconnected and return to colab, press connect. the status is initializing and stay here for tens of minutes.how to reset the status?";Non-Argument
407:2;Google_Colab_92;connected now;Non-Argument
408:2;Google_Colab_171;This has been fixed.;Claim
408:4;Google_Colab_171;I would love for them to remain closed,;Claim
408:5;Google_Colab_171;Perhaps an alternative behavior could be opening the section with right-arrow?;Claim
408:8;Google_Colab_171;Collapsed sections currently expand;Claim
408:9;Google_Colab_171;: hidden cells don't open when down-arrowing over them;Claim
408:11;Google_Colab_171;I would love for them to remain closed;Claim
408:14;Google_Colab_171;"This is currently the behavior of cells with a ""form"",";Claim
408:15;Google_Colab_171;"This is currently the behavior of cells with a ""form""";Claim
408:16;Google_Colab_171;to avoid having to use the mouse to skip them;Premise
409:2;Google_Colab_204;"My plot don't show correctly, with the same code, show diferentThis colab is a person and the plot is the correct";Claim
409:3;Google_Colab_204;my result is very diferent;Claim
409:4;Google_Colab_204;https://colab.research.google.com/drive/1PUrYIyFWxL-NYm_Ys1VCMiAhJRsTzL6U#scrollTo=5rcRmmtxrGTN&forceEdit=true&offline=true&sandboxMode=true;Premise
409:5;Google_Colab_204;https://colab.research.google.com/drive/1r-N4wwubRWH3_mioUTSFUOD9Y4dK62_L;Premise
410:2;Google_Colab_253;any update on this one?;Non-Argument
410:5;Google_Colab_253;any update on this one?;Non-Argument
410:8;Google_Colab_253;@RamsteinWR  Interesting, do you have to crash before you can have more RAM?;Non-Argument
410:9;Google_Colab_253;Yes. As for how, I was inspecting my data and it maxed out my allocated RAM.;Non-Argument
410:11;Google_Colab_253;Google Colab gives free 25 Gb as Ram space. But for my model I need 64 Gb. How can I increase the memory space? Can I buy the rest and How?;Non-Argument
410:13;Google_Colab_253;"Thanks ziatdinovmax for reply,Do you know any link or tutorial for doing that?";Non-Argument
410:14;Google_Colab_253;Sure, see e.g.;Non-Argument
410:15;Google_Colab_253;"For people searching for the problem, I hope this might help you outyou can just load a very large dataset into the ram,1. Download and Unzip a huge dataset2. Read the dataset into a var* Colab will crash and show you a message asking if you want to use their High Ram Option3. Click yes of courseand voilà";Non-Argument
410:16;Google_Colab_253;"Just crashed Colab via this code:```d=[]while(1):d.append('1')```Indeed, a message shows up, asking if you want to increase RAM usage. RAM is then upgraded to 35GB.";Non-Argument
410:17;Google_Colab_253;Thanks in advance, a messagebox shows up and then I have 25.51GB of RAM;Non-Argument
410:18;Google_Colab_253;"Thank you !you save my day";Non-Argument
410:21;Google_Colab_253;thats very true. thank you. have a great year ahead;Non-Argument
410:22;Google_Colab_253;Actually, if you chose to change the runtime type from GPU to TPU, you will get 35.35 Gb instead of 25.5Gb;Non-Argument
410:23;Google_Colab_253;"Thank you Chanaa will follow your advice by changing to TPU.Can you kindly suggest (any other console) if i would like to work onhigher than 35.35 GB for faster output.That would be highly appreciative, Thanks in advance.With best regardsAbhishek";Non-Argument
410:24;Google_Colab_253;Does not work any more;Non-Argument
410:25;Google_Colab_253;Does not show the message;Non-Argument
410:26;Google_Colab_253;The problem is that in my case that is 12.75 Gb;Non-Argument
410:27;Google_Colab_253;"Colab Pro (which I am using) allows one to select between low (~12 GB) andhigh (~25 GB) RAM for any notebook. Highly recommend.";Non-Argument
410:28;Google_Colab_253;"Even I get the message ""View Runtime Logs"" instead of ""Get more RAM"".I am still using 12GB and not 25GB.Please can somebody help with this?";Non-Argument
410:29;Google_Colab_253;I think this issue needs to be re-opened @craigcitro;Claim
410:30;Google_Colab_253;"Unfortunately, I think they closed the ""loophole""";Claim
410:31;Google_Colab_253;is it possible to increase the memory limit.;Claim
410:32;Google_Colab_253;. 11G is too small. Can't really do much.;Premise
410:33;Google_Colab_253;My data is huge.;Claim
410:34;Google_Colab_253;After the 12.72 GB RAM is maxed out, I immediately get the prompt of crash and option to increase my RAM.;Premise
410:36;Google_Colab_253;Maybe Colab limits the Session to a maximum of 25Gb.;Claim
410:37;Google_Colab_253;Perhaps you want to optimize the solution rather than increasing the amount of RAM.;Claim
410:38;Google_Colab_253;I think we can't ask for more;Claim
410:39;Google_Colab_253;"Isn't 25.5Gb free a great thing ;)";Premise
410:41;Google_Colab_253;"We don't have any support for changing the resource footprint of a managed runtime at this point.You can always [connect to a local backend](https://research.google.com/colaboratory/local-runtimes.html).";Non-Argument
410:43;Google_Colab_253;Any idea how to increase memory size?;Non-Argument
410:46;Google_Colab_253;@RamsteinWR is right.;Claim
410:47;Google_Colab_253;"Just click on ""Get more RAM"" and you would be able to work on a 25Gbs instance. Not sure if it is still free?";Premise
410:48;Google_Colab_253;"In my experience, the easiest way to get more computational recourseswithout leaving your Colab notebook is to create a GCP deep learning VMwith larger memory and more powerful GPU(s) and then connect to thatinstance from the Colab notebook.";Claim
410:49;Google_Colab_253;"in my experience the best way to ""purchase"" additional RAM and/or faster GPUs in Colab is by connecting (from Colab notebook) to a deep learning VM on GCP where you can adjust specs of your instance each time before launching it.";Claim
410:50;Google_Colab_253;I made a short video on this a few weeks ago: https://drive.google.com/file/d/1ijawhI6AuPXxWhLu8flkrHZPTu3o_zF0/view?usp=sharing;Premise
410:51;Google_Colab_253;![screenshot-colab research google com-2019 08 05-00_53_17](https://user-images.githubusercontent.com/46052567/62428147-c9412300-b71b-11e9-9954-8e392a2857b7.png);Premise
410:53;Google_Colab_253;I've tried a lot of different ways.;Premise
410:54;Google_Colab_253;Believe me;Claim
410:55;Google_Colab_253;Maybe Colab limits the Session to a maximum of 25Gb;Claim
410:56;Google_Colab_253;As far as I know: Nope.;Claim
410:57;Google_Colab_253;I'm happy about that.;Claim
410:58;Google_Colab_253;![Screenshot (2)](https://user-images.githubusercontent.com/57695875/71618963-097fd100-2be8-11ea-9af3-a9a456d1d076.png);Premise
410:59;Google_Colab_253;Can you help me how to increase my RAM from 25.5GB to higher limi;Claim
410:60;Google_Colab_253;Just crash your session by using the whole of the 12.5 Gigs of RAM then the door opens where you can directly double your RAM to 25 Gigs in Colab.;Claim
411:1;Google_Colab_346;presentation mode (RISE / reveal.js)?;Non-Argument
411:3;Google_Colab_346;"Agreed, but the question I asked on SO was back from April 2018";Claim
411:4;Google_Colab_346;Duplicate to;Claim
411:5;Google_Colab_346;https://github.com/googlecolab/colabtools/issues/241;Premise
412:4;Google_Colab_420;"<img width=""670"" alt=""screen shot 2019-02-08 at 4 01 27 pm"" src=""https://user-images.githubusercontent.com/37666064/52505974-228c2780-2bbb-11e9-9e8e-d2f647f26057.png"">Here's the notebook: http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/tutorials/tut4/tut4.ipyn";Premise
412:5;Google_Colab_420;"Error uploading and opening ipython notebookI am getting the below error when I try to upload the notebook ""tut4.ipynb"" to my Colaboratory account using the ""Upload"" option, and I am unable to troubleshoot it. The notebook displays well in Jupyter. Others around me aren't encountering the same error.";Claim
412:6;Google_Colab_420;I downloaded it and changed the extension to .ipynb but nothing;Claim
413:2;Google_Colab_426;Having the same problem here. I tried 'reset all runtimes' but still doesn't work;Claim
413:3;Google_Colab_426;same issue here;Claim
413:4;Google_Colab_426;Just connected now;Non-Argument
413:5;Google_Colab_426;Sorry for the trouble, all. Colab should again be working for all users. Do let us know if the issue recurs.;Claim
413:7;Google_Colab_426;Not Allocating Runtime;Claim
413:8;Google_Colab_426;The notebook is not able to connect to a runtime and it just shows allocating.;Claim
413:9;Google_Colab_426;same issue here;Claim
413:10;Google_Colab_426;i keep facing this issue every now n;Claim
413:11;Google_Colab_426;one or two time if due to internet it disconnects there after it takes long time for notebook to get connected;Premise
414:1;Google_Colab_438;"Editing ""collapsed_sections"" from within Colab editorCan we get a way of choosing which sections are hidden on startup? Right now I can get sections to start collapsed by editing the ""collapsed_sections"" metadata in the raw ipynb file, but I can't get that metadata to change just by editing the notebook in Colab.";Non-Argument
414:3;Google_Colab_438; Yeah, it works after saving. I noticed this the other day and meant to close the issue but forgot!;Non-Argument
414:4;Google_Colab_438;The section state should be saved as part of notebook save.;Claim
415:2;Google_Colab_489;Colab ipynb preview stopped working in github repo;Claim
416:1;Google_Colab_533;"Allow changing font size and picking font type inside the code cellBug report for Colab: http://colab.research.google.com/.For questions about colab usage, please use [stackoverflow](https://stackoverflow.com/questions/tagged/google-colaboratory/).- Describe the current behavior: The current Colab version as of (05/01) does not allow increasing either the font size, or picking the font inside the code cells. While this can be somewhat remedied by zooming in, that increases the size of _all_ the other elements on the page.- Describe the expected behavior: Allow increasing font size, picking font etc. within the code cell.- The web browser you are using (Chrome, Firefox, Safari, etc.): Chrome- Link to self-contained notebook that reproduces this issue(click the *Share* button, then *Get Shareable Link*): N/A";Non-Argument
416:2;Google_Colab_533;"+1 for thisthe font size is too small for code cell";Claim
416:5;Google_Colab_533;The new editor does have a slightly larger font size:;Claim
416:6;Google_Colab_533;Typically browser zoom is used to increase all fonts together.;Claim
416:7;Google_Colab_533;You can specify what font is being used by the editor;Claim
416:8;Google_Colab_533;You can now also specify the font size via Tools -> Settings -> Editor;Claim
416:9;Google_Colab_533;Is it possible to change the font type?;Non-Argument
417:2;Google_Colab_534;"Thanks for the report. We'll take a look.";Non-Argument
417:3;Google_Colab_534;"This has been fixed.";Claim
417:5;Google_Colab_534;"When entering ?whatever into a card and running it, a bar on the bottom pops up with a ""Help"" tab and the help documentation for whatever. If that text happens to be longer than the box, it doesn't scroll and you can only see more by making the box bigger";Claim
417:6;Google_Colab_534;image](https://user-images.githubusercontent.com/7376078/57031697-3f099000-6bfd-11e9-96bf-772929c9e205.png);Premise
417:7;Google_Colab_534;This would be reasonably acceptable normal behavior over no scroll bar at all, of course.;Claim
417:9;Google_Colab_534;![image](https://user-images.githubusercontent.com/7376078/57031764-72e4b580-6bfd-11e9-9fa7-e01f6e685cc3.png);Premise
417:10;Google_Colab_534;Help window text doesn't scroll;Claim
417:11;Google_Colab_534;Tested in Chrome and Firefox;Claim
417:12;Google_Colab_534;. Preferably, however, for a number of reasons it would be nice to be able to run help commands and have the help results pin to the bottom of the card like any other results;Claim
418:7;Google_Colab_541;The iframe itself should always be limited to the width of the window;Claim
418:8;Google_Colab_541;", I'm guessing you're looking to wrap text within the iframe rather than horizontally scroll?An example of that is:";Premise
418:9;Google_Colab_541;Otherwise you should be able to use HTML styling within the outputframe to further constrain the rendering sizes;Claim
418:10;Google_Colab_541;In either way, the approach in the link worked.;Claim
418:11;Google_Colab_541;the solution in pre-wrapping.ipynb example must be used in every cell that prints horizontally long outputs.;Claim
418:12;Google_Colab_541;One of the solutions here ( [https://stackoverflow.com/questions/32156248/how-do-i-set-custom-css-for-my-ipython-ihaskell-jupyter-notebook](https://stackoverflow.com/questions/32156248/how-do-i-set-custom-css-for-my-ipython-ihaskell-jupyter-notebook) ) suggests editing the local file ~/.jupyter/custom/custom.css.;Claim
418:13;Google_Colab_541;I tried creating a file '/usr/local/share/jupyter/custom/custom.css' from within a colab notebook, but it doesn't get read prior to the notebook starting up, and is thus useless;Claim
418:14;Google_Colab_541;Disabling auto-scroll of outputs;Claim
418:15;Google_Colab_541;"Yes- the maximum height is 1000px but this can be overriden by executing the Javascript:```javascriptgoogle.colab.output.setIframeHeight(0, true, {maxHeight: 5000,})```An example in Python:";Premise
418:16;Google_Colab_541;"If I want to shrink the width of the output then? To keep it within the width of the window for example.I've tried various variants of below code but without success.";Claim
418:17;Google_Colab_541;"`from IPython.display import Javascriptdisplay(Javascript('''google.colab.output.setIframeWidth(0, true, {maxWidth: 500})'''))`";Premise
418:20;Google_Colab_541;Inspired by numerous stackoverflow posts, I have come to a solution;Claim
418:21;Google_Colab_541;https://stackoverflow.com/questions/58890109/line-wrapping-in-collaboratory-google-results/61401455#61401455;Premise
418:22;Google_Colab_541;The solution I have come to is to put the following in the first cell of the notebook. Then every cell afterwards will execute the css snippet inside the `set_css()` function.;Claim
418:23;Google_Colab_541;from IPython.display import HTML, display;Premise
419:2;Google_Colab_547;Thanks for the report, we'll take a look - b/132516361;Non-Argument
419:4;Google_Colab_547;Thanks. I guess that means it still will be the same on my end until it goes live ?;Non-Argument
419:5;Google_Colab_547;This should be live now! Sorry about the delay, please let me know if you're still seeing this;Claim
419:9;Google_Colab_547;Cant scroll the page the way;Claim
419:11;Google_Colab_547;we've fixed it internally and hope to see it live before the end of the week. I'll post here again once I've confirmed it's live.;Claim
419:12;Google_Colab_547;It works again.;Claim
419:13;Google_Colab_547;It works now;Claim
419:14;Google_Colab_547;Looks good;Claim
419:15;Google_Colab_547;I used to be able to hit the escape key and the three dots in the cell would go away and lock the page so I could scroll up and down with the arrow keys. now It just doesn't respond when I hit the escape key, and I can only scroll from cell to cell.  I tried it with both current chrome and firefox.;Premise
419:16;Google_Colab_547;![Capture15](https://user-images.githubusercontent.com/8146561/57576453-e1532000-7414-11e9-8da6-7b4fe7d3b201.PNG);Premise
420:2;Google_Colab_589;"Thanks for the request- outputs should now be auto-scrolling to the end.";Non-Argument
420:3;Google_Colab_589;is it possible to add autoscroll to the bottom of output by default, just like in terminal?;Claim
420:4;Google_Colab_589;currently, it needs to be done manually in google colab by using the scroll bar.;Claim
421:3;Google_Colab_617;"We're working on updating the editor engine and have fixed a couple of issues around path completions. Details can be found at https://colab.research.google.com/notebooks/editor_details.ipynb.";Non-Argument
421:4;Google_Colab_617;"After pressing Enter to select the path suggested by auto-complete, the auto-complete suggestion should ""replace"" and not ""append"" to the path entered ""before"" tabbing.";Claim
421:5;Google_Colab_617;"The image below shows, how after performing a dot-dot-slash (or for that matter dot-slash) and tabbing (or ctrl+space), and then selecting the resulting auto path by pressing ""Enter"" results in duplicate appearance, thus turning it into dot-dot-dot-dot-slash.![image";Premise
421:6;Google_Colab_617;"On rare occasions this issue is ""not"" reproducible.";Claim
421:7;Google_Colab_617;No logical inference can be drawn about when that is.;Premise
421:8;Google_Colab_617;Otherwise, most times this issue is reproducible. Furthermore, to the best of my knowledge, this behavior wasn't seen some months ago. ;Claim
421:10;Google_Colab_617;"have been getting used to that nagging feeling of not conveniently being able to use auto-complete of paths. I hope select ""Enter"" is the right method? Because that is how it is in most linux based auto-complete systems.";Premise
421:11;Google_Colab_617;"I hope select ""Enter"" is the right method? Because that is how it is in most linux based auto-complete systems.";Premise
422:3;Google_Colab_636;Feature Request: Show blank spaces, or vertical lines, or any other visualizer of indentations;Claim
422:5;Google_Colab_636;"My favorite is different column highlights for each tab, which I haven't seen in a while so I don't have an exact pic of this. But the first left tabs will always be one color , next tab will be another, etc. I made a quick mock up of what I'm trying to describehttps://snag.gy/8GNXs2.jpg";Premise
422:7;Google_Colab_636;I would love to have some sort of visualization of the indentations in Google colab, to more easily  comprehend what code belongs to what functions and classes.;Claim
422:8;Google_Colab_636;Showing/highlighting the spaces/tabs are also something I've seen in IDEs.;Claim
422:9;Google_Colab_636;![image](https://user-images.githubusercontent.com/2152569/61968479-00316f00-af8d-11e9-9330-f7407f519400.png);Premise
422:10;Google_Colab_636;If you enable the new editor then there will be a preference in the Editor section 'Show indentation guides' which will display the indentation.;Claim
422:11;Google_Colab_636;Vertical lines are a classic way to do this.;Premise
422:12;Google_Colab_636;https://snag.gy/R02NzM.jpg;Premise
423:1;Google_Colab_789;Running two notebooks in the same runtime environment.;Claim
424:6;Google_Colab_805;I'm unable to reproduce this behavior.;Claim
424:8;Google_Colab_805;s it just started happening, tab used to give tab earlier, but now it takes cursor to next cell.;Claim
424:9;Google_Colab_805;I'm just brainstorming at this point- could be a Chrome version upgrade, or perhaps a new browser extension (try incognito mode for that).;Claim
424:10;Google_Colab_805;I'm pretty sure;Claim
424:11;Google_Colab_805;there have not been any changes in Colab in the past 3 days which would have affected this.;Premise
424:12;Google_Colab_805;someway got resolved on its own.;Claim
424:13;Google_Colab_805;I reloaded, tab started working as expected.;Premise
424:14;Google_Colab_805;"tab takes to next cell instead of tabwhen I press tab, it takes cursor to next cell, instead of using tab for spaces.";Claim
424:15;Google_Colab_805;[tab.zip](https://github.com/googlecolab/colabtools/files/3730028/tab.zip);Premise
425:1;Google_Colab_824;Saving a notebook when Google Drive is full needs a clearer error message;Claim
425:3;Google_Colab_824;Updated title to reflect the root cause -- thanks for the report;Non-Argument
425:4;Google_Colab_824;fix with a specific message should roll out tomo or the next day;Claim
425:5;Google_Colab_824;Google should make an alert for this.;Claim
425:6;Google_Colab_824;"I found the issue :)My google drive is fullI lost too much time trying to solve this issue.";Premise
426:4;Google_Colab_862;an unexpected hidden file in there, which was definitely the cause.;Premise
426:5;Google_Colab_862;Hidden files aren't rendered in the UI it seems. `;Claim
426:7;Google_Colab_862;Unable to delete empty directory via Files pane GUI;Claim
426:8;Google_Colab_862;"I was indeed able to later delete the directory via a shell command. I am opted in to using the ""new code editor"" in Colab.";Claim
427:2;Google_Colab_886;Tracking at b/145817927;Non-Argument
427:3;Google_Colab_886;Execution output can be rendered side-by-side with the cell's source using:;Claim
427:4;Google_Colab_886;"This would allow some pretty serious improvement in my productivity, personally. I am already a big fan of the ability to intermix markdown and code with the ""form"" cells, they have allowed me to navigate a complicated CoLab document quickly. ";Claim
427:5;Google_Colab_886;would be awesom;Claim
427:8;Google_Colab_886;[Feature Request] side by side code cells;Claim
428:2;Google_Colab_951;"Duplicate of #947";Claim
428:4;Google_Colab_951;Google Drive File Stream should be able to connect with my google drive;Claim
428:5;Google_Colab_951;The Google Drive File Stream is not able to send an authentication code to connect my google drive to my google colab;Claim
428:6;Google_Colab_951;![Screenshot (58)](https://user-images.githubusercontent.com/43538207/72648487-2ca8cf80-39a1-11ea-8e8d-7e0a93a26566.png);Premise
428:7;Google_Colab_951;Google colab is not connecting to Google Drive;Claim
428:8;Google_Colab_951;I am not able to go through this. I am not able to get an authentication code to connect my google drive;Claim
429:6;Google_Colab_1275;Valid markdown syntax should not affect a form's underline.;Claim
429:7;Google_Colab_1275;"Header Tags Using Markdown Removes Underlines from Forms- Describe the current behavior:When using markdown syntax in a code cell and any header tags (e.g., `<h1>`) inside of thatsyntax, some underlines below a forms input/selection section disappears";Premise
429:8;Google_Colab_1275;I'm not sure what difference in underlines you're referring to.;Claim
429:9;Google_Colab_1275;"This is what I'm seeing using Brave browser:![image]";Premise
429:10;Google_Colab_1275;Odd.;Claim
429:11;Google_Colab_1275;"This is what I am seeing (note the CPU_type_of_work and output_type forms):![myscreen]";Premise
429:12;Google_Colab_1275;try unzooming in your screen.;Premise
429:13;Google_Colab_1275;The issue is present when that happens.;Claim
429:14;Google_Colab_1275;Actually, this is just a zooming issue I believe.;Claim
429:15;Google_Colab_1275;The header tag is just one case that triggers it.;Premise
429:16;Google_Colab_1275;The fix should be available shortly.;Claim
429:17;Google_Colab_1275;Ok, yes- when my zoom is <100% then I'm seeing that the 1px lines occasionally disappear;Premise
429:18;Google_Colab_1275;Sounds great -- thanks;Non-Argument
429:19;Google_Colab_1275;This should be fixed now;Claim
429:20;Google_Colab_1275;`>=80%` works without a hiccup, while `<80%` is where an underline(s) are lost (on Brave at least), but it is much improved. Thank you.;Claim
430:1;Google_Colab_1293;"Sorry no backends available error popping up everytime I try to connect to runtime";Claim
430:3;Google_Colab_1293;Duplicate of #1287;Claim
430:4;Google_Colab_1293;<img;Premise
430:5;Google_Colab_1293;The same problem is happening;Claim
431:3;Google_Colab_1297;"Thank you. I didn't know that.";Non-Argument
431:4;Google_Colab_1297;The header is not shown in colab. I tried clearing site data but the problem seems to persist. However there is not issue with other google account. When I dug into the inspector found this.;Claim
431:7;Google_Colab_1297;The header is supposed to be shown. It was okay before. When I tried **display** to be **block** here it works.;Claim
431:9;Google_Colab_1297;Every notebook has this issue on account;Claim
431:10;Google_Colab_1297;Here is one example https://colab.research.google.com/notebooks/intro.ipynb;Premise
431:11;Google_Colab_1297;I suspect your account has likely toggled the collapse header button accidentally.;Claim
431:13;Google_Colab_1297;"Here's a screenshot:![header_collapse_colab]";Premise
431:14;Google_Colab_1297;Page header is not shown in Colab;Claim
432:2;Google_Colab_1334;"Here's a quick workaround which serves up the results of `nvidia-smi` in an iframe which is refreshed every 30s-";Premise
432:4;Google_Colab_1334;Yes, this is based on the same underlying technique that Tensorboard uses.;Claim
432:5;Google_Colab_1334;, it seems like users are not able to run multiple cells at the same time.;Claim
432:6;Google_Colab_1334;Because colab is built based on IPython,;Premise
432:8;Google_Colab_1334;So I think it would be better to show GPU memory usage at that place for GPU instances.;Claim
432:9;Google_Colab_1334;It works.;Claim
432:10;Google_Colab_1334;It seems like I can also use a similar method to run other programs,;Claim
432:11;Google_Colab_1334;[Feature Request] Tracking GPU memory usage;Claim
432:12;Google_Colab_1334;Thus, I can't run `nvidia-smi` when running my machine learning program. However, the right top icon simply shows the usage of disk and RAM.;Premise
432:13;Google_Colab_1334;![ram](https://user-images.githubusercontent.com/9963412/84566881-4a8b2c80-ada7-11ea-9ec2-ecee48720ea0.png);Premise
433:2;Google_Colab_1384;This will be fixed in the next few days.;Non-Argument
433:3;Google_Colab_1384;Awesome, thanks ;Non-Argument
433:4;Google_Colab_1384;Fix should be live.;Claim
433:5;Google_Colab_1384;it presents a poor UX experience for long error messages from third party packages;Claim
433:7;Google_Colab_1384;"which in my experience rarely explicitly add line breaks -- likely because they were designed to work well with Jupyter.This has come up for JAX, as we try to figure out how whether we should wrap explicitly long error messages or not.";Premise
433:8;Google_Colab_1384;"Example:![image](https://user-images.githubusercontent.com/1217238/86518154-e840ad00-bde3-11ea-9755-db8ed0616b4f.png)";Premise
434:2;Google_Colab_1576;This issue still persists!! I suffer from it. unable to use Collab at all;Claim
434:3;Google_Colab_1576;it's annoying;Claim
434:4;Google_Colab_1576;The 'active sessions' window keep popping up every 2 minutes or so;Premise
434:5;Google_Colab_1576;I dont know what happen;Claim
434:6;Google_Colab_1576;: It never pop up randomly before, so.;Premise
434:7;Google_Colab_1576;The most common cause of this issue is third-party browser extensions.;Claim
434:8;Google_Colab_1576;Try disabling extensions, or using Colab in an incognito window with extensions disabled, to resolve the problem.;Premise
434:10;Google_Colab_1576;Active Sessions' window keep popping up;Claim
435:4;Google_Colab_1616;Oh, I didn’t even notice the parameter wrapping. Good to hear there’s a fix on the way for that soon. Regardless, this is fantastic! Thank you. ? ;Non-Argument
435:5;Google_Colab_1616;I like to use [Numpy-style docstrings;Claim
435:6;Google_Colab_1616;"both because Numpy is so broadly used and because the format does a pretty good job being both human and machine readable in a variety of environments (e.g. both the REPL’s `help()` and in generated HTML documentation). However, I discovered today that the style used for code samples (the [doctest](https://docs.python.org/3/library/doctest.html) style) renders *really* poorly in Colab’s popovers.In particular:- line breaks aren’t preserved,- the text is not monospaced,- the `>>>` causes the text to be *very* deeply indented, and- there’s no syntax highlighting (it’s clearly possible since GitHub-style fenced code blocks in docstrings *do* get syntax highlighting).When examples include sample output, they become nearly unreadable because the code a reader should type and the sample output both run together.";Premise
435:7;Google_Colab_1616;it’d be lovely to get some additional formatting love for docstrings;Claim
435:8;Google_Colab_1616;Colab provides a really nice, approachable, no-setup environment for introducing people to programming techniques and sharing research code, and the docstring popups really help elucidate what’s going on!;Premise
435:10;Google_Colab_1616;I noticed one missing change which is missing from the hover tooltip but is in the completion tooltip- the wrapping of the param names in hover is incorrect but the fix should arrive shortly.c;Claim
435:11;Google_Colab_1616;Doctest style examples in Numpy docstrings are poorly formatted;Claim
435:12;Google_Colab_1616;, this is what it should look like today;Claim
435:13;Google_Colab_1616;![image](https://user-images.githubusercontent.com/2152569/95240741-b7488d80-07c1-11eb-9402-4148ffa6b74f.png);Premise
435:14;Google_Colab_1616;"<img width=""758"" alt=""numpy-docstring-example-formatting"" src=""https://user-images.githubusercontent.com/74178/94776136-016ee080-0376-11eb-9840-71358fda3c07.png"">And a more stripped-down example:<img width=""821"" alt=""numpy-docstring-example-formatting-2"" src=""https://user-images.githubusercontent.com/74178/94776166-0f246600-0376-11eb-955d-49e889c09117.png"">";Premise
436:2;Google_Colab_2019;"The cell execution time includes the full time it took to receive and render the resulting output. In this case the vast majority of that time appears to be in transferring the data from the kernel to the browser. Looking at the network requests in the browser devtools I can see the request for the image data take ~8.5s to download.";Non-Argument
436:3;Google_Colab_2019;Slow display of IPython HTML image;Claim
436:4;Google_Colab_2019;https://colab.research.google.com/drive/1nYgLqq5rBDhG3UztlMKKJ6dfzFrawZCZ?usp=sharing;Premise
436:5;Google_Colab_2019;"The Colab notebook takes a long time to display a generated HTML image.Profiling (%prun) shows that the image is encoded and processed by IPython in 0.5 s,yet the Colab cell takes ~9.5 s to show the output image.";Claim
437:3;Google_Colab_2040;File Explorer should show the directories and files;Claim
437:4;Google_Colab_2040;"notebook status is ""busy""";Claim
437:5;Google_Colab_2040;I can't manage to repro the failure here,;Claim
438:2;Google_Colab_2046;"Thanks for the suggestion.  You can now find it in the form cell submenu or the command palette.";Non-Argument
