ID;Num_Doc;Statement;Type
387:7;CoCalc_3752;since the top is cut off:;Premise: Clarification/ providing additional information
387:8;CoCalc_3752;![cocalc-jupyter2-formulas-too-tight](https://user-images.githubusercontent.com/207405/56081722-b8893c00-5e10-11e9-8c37-5116ad0a45b5.png);Premise: Visual content or supporting file
388:7;CoCalc_3904;"before this bug here, it inserted into a row below the buttons.![Screenshot";Premise: Visual content or supporting file
389:6;CoCalc_3923;"1. Open Files list.1. Click `Upload` at upper right.1. ~~Upload 10 or so files, enough to fill the top row with confirming images.~~ Upload 1 or more files. It's not necessary to fill the top row to see the bug.1. Note that `X` at upper right to close the pane of images is obscured.";Premise: Comparing with competitors/consistency
389:9;CoCalc_3923;"but this ""check all"" button on top of the create files dialog is the same layout issue: some line wrapping isn't happening, hence it is on top of each other.";Premise: Specific usage experience
389:11;CoCalc_3923;that you see this with safari, because I thought what I saw is a beta-issue of chrome.;Premise: Referring to another issue
389:13;CoCalc_3923;![scr-2019-06-15T231834Z](https://user-images.githubusercontent.com/2786973/60177462-3e663200-9819-11e9-9bed-06c1c8a6313c.png);Premise: Visual content or supporting file
389:18;CoCalc_3923;"<img width=""935"" alt=""safari-upload-no-X"" src=""https://user-images.githubusercontent.com/528072/60150728-7df03800-979f-11e9-98b0-3644f0b16165.png"">";Premise: Visual content or supporting file
390:6;CoCalc_4000;"I am seeing this now with Chrome Version 76.0.3809.132 (Official Build) (64-bit) macOS 10.14.3 (18D109)![Screen Shot 2019-09-09 at 6 45 17 PM](https://user-images.githubusercontent.com/528072/64573970-09a34a80-d333-11e9-8b69-5d53f063c1db.png)I don't see it in current Safari due to another issue, #3718.<img width=""593"" alt=""Screen Shot 2019-09-09 at 6 47 41 PM"" src=""https://user-images.githubusercontent.com/528072/64573986-23dd2880-d333-11e9-8c44-ab8c1a0b7ac3.png"">";Premise: Visual content or supporting file
390:12;CoCalc_4000;"so that we can prevent breakage when Chrome is updated.Current view, Chrome 76 (ok):<img width=""639"" alt=""tex-menu-chrome-76"" src=""https://user-images.githubusercontent.com/528072/62583148-978f9f80-b874-11e9-99bb-7330ba634859.png"">Future view, Chrome 77 and 78 (can't see pulldown menu without resizing):";Premise: Visual content or supporting file
390:14;CoCalc_4000;because puppeteer front-end testing of .tex file editing was broken when I ran tests last night.;Premise: Specific usage experience
391:4;CoCalc_4205;"because I have hands-on experience with that tooltip box.![Screenshot";Premise: Visual content or supporting file
392:5;CoCalc_4210;"Seen on macOS 10.14.3 with Chrome Version 78.0.3904.70 (Official Build) (64-bit).1. Open a Sage worksheet with width >= 1000 px. Check that the Run button is visible:![sagews-run](https://user-images.githubusercontent.com/528072/68102043-7b60c600-fe96-11e9-8735-e3e0b72d5f9b.png)1. Narrow the browser window to 950 px width or so. Notice that the Run button disappear:![sagews-no-run](https://user-images.githubusercontent.com/528072/68102066-99c6c180-fe96-11e9-9c3e-d8d53b82b756.png)";Premise: Visual content or supporting file
393:4;CoCalc_4220;"drag/drop image upload moves buttons upwhen I drag/drop an image on the chat input box, the buttons on the right suddenly move up, into the preview area";Premise: Specific usage experience
393:7;CoCalc_4220;![image];Premise: Visual content or supporting file
393:8;CoCalc_4220;expected: buttons stay where they are.;Premise: Specific usage experience
393:9;CoCalc_4220;![Screenshot from 2019-11-07 18-13-02](https://user-images.githubusercontent.com/207405/68411443-ca567600-018a-11ea-9621-27e62c7e2fca.png);Premise: Visual content or supporting file
394:4;CoCalc_4224;"First, it doesn't seem to extend past one ""frame"" horizontally. This means that long file paths are truncated. Second, it seems to have a limited height, and no scroll bar. Next, I think it makes sense to *only* show .tex files in this list, but many TeX temporary files are included (*.bbl, *.out, *.w18, *.pygstyle).Note in the source file that I'm including ""minibatch"", but minibatch.tex isn't showing in the drop-down menu, and there's no scroll bar to find it. The list is pretty cluttered by non-.tex files, making it hard to find the one you want.I've included an image showing the problem. I'm using Chrome on Windows, running my own version of the server from the no-agpl docker image.";Premise: Specific usage experience
394:6;CoCalc_4224;since that would be pretty difficult to use (e.g., what if one file includes another file that includes other files...?);Premise: Referring to another issue
394:14;CoCalc_4224;"Thanks for the clarification. I just looked into this and I'm pushing the following changes to master:- only show .tex files in the dropdown- I rewrote the dropdown using the Antd UI framework, and it eliminates these UI bugs involving dropdowns in the frame.";Premise: Evidence that the issue is or can be resolved
394:17;CoCalc_4224;"Having an extra option to open any file at all (or add a new one) isn't implemented yet.  That said, you can open a terminal frame, then use the ""open"" command on the command line to open any file at all (and just ignore the dropdown list).";Premise: Specific usage experience
395:3;CoCalc_4286;![image](https://user-images.githubusercontent.com/1276278/70932709-37adc000-1fef-11ea-85e7-51e403a6dc34.png);Premise: Visual content or supporting file
395:4;CoCalc_4286;so you can't actually delete a student easily.;Premise: Specific usage experience
395:5;CoCalc_4286;"WORKAROUND: Hit ""control (or command) minus"" a bunch of times on your keyboard to zoom way out (so the text is tiny) and you'll see the delete button.  Click it.  Then zoom back to normal.";Premise: Evidence that the issue is or can be resolved
396:4;CoCalc_4306;"sometimes the ""create new project"" dialog is opened on sign in even though the user does have projects -- they just haven't been loaded yet";Premise: Specific usage experience
396:5;CoCalc_4306;![image](https://user-images.githubusercontent.com/1276278/71748487-906ebc80-2e27-11ea-8c21-b1508ea4c7a5.png);Premise: Visual content or supporting file
397:5;CoCalc_4330;e.g. when this message pops up, the close-x is behind the text and there is no way I can close it;Premise: Specific usage experience
397:7;CoCalc_4330;"the text is pre formatted with wrapping, and of course, the close X is above and not below the text.![Screenshot";Premise: Visual content or supporting file
397:9;CoCalc_4330;, which is used in many places.  So fixing this bug will be even more positively impactful.;Premise: Evidence that the issue is or can be resolved
397:11;CoCalc_4330;because frequently errors must NOT get wrapped or they will be mangled (because the message must be displayed pre).;Premise: Evidence that the issue is or can be resolved
397:13;CoCalc_4330;Switched to using antd's Alert which has its own proper close x, a scrollbar if necessary (due to pre), and a margin to prevent overlap;Premise: Comparing with competitors/consistency
397:14;CoCalc_4330;![image](https://user-images.githubusercontent.com/1276278/72671781-5e06b700-3a04-11ea-9a6a-2cceac711020.png);Premise: Visual content or supporting file
398:10;CoCalc_4499;Or just hit control+z to undo, or click the undo butto;Premise: Evidence that the issue is or can be resolved
398:13;CoCalc_4499;"![image](https://user-images.githubusercontent.com/1276278/78842311-88896000-79b4-11ea-842d-cd08f77c4d40.png)Context: it used to be that the formatting was done and attributed to the backend, so you couldn't just use undo";Premise: Visual content or supporting file
398:14;CoCalc_4499;On my mac, ctrl+cmd+F is the shortcut for full-screen, and cocalc shift+cmd+F is autoformat. The result is that I often accidentally autoformat my latex document. Since this is a shared document, I end up with lots of unnecessary diffs that I have to manually revert.;Premise: Specific usage experience
398:15;CoCalc_4499;Please can I have a tickbox that lets permanently disable latexident?;Premise: Evidence that the issue is or can be resolved
399:8;CoCalc_4663;"color them a bit darker than usual, etc....![Screenshot from 2020-06-16 10-53-48](https://user-images.githubusercontent.com/207405/84753902-e4c5bd00-afbf-11ea-8ead-eb5f1eeb6abe.png)";Premise: Visual content or supporting file
399:10;CoCalc_4663;that is a side effect of using the render that supports spellchecking (which we are always using right now, even when spellcheck is off).   The best I can do is NOT use that renderer unless in-browser spellchecking is explicitly enabled.  Easy change, which I'll make now;Premise: Evidence that the issue is or can be resolved
400:7;CoCalc_4706;"nbgrader: add an ""instructor solution"" type> ""In the nbgrader cell toolbar drop-down with 'Manually graded answer' etc, you add another option 'Instructor solution', and these boxes are simply stripped out when the student version is generated. Then I can leave all the solutions in my master copy, use them to validate etc, but they (input and output) won't appear in the student version! I think this will make the workflow much smoother.""  -- Cara on Discord.See upstream ticket: https://github.com/jupyter/nbgrader/issues/1342";Premise: Specific usage experience
400:9;CoCalc_4706;since the contents of === BEGIN MARK SCHEME ===  ... gets replaced by a message telling the student to insert their answer.;Premise: Referring to another issue
400:11;CoCalc_4706;because it is a nonstandard extension to nbgrader, so if you use it then you can't use the same stuff with nbgrader.  Oh well, such is life.;Premise: Referring to another issue
400:14;CoCalc_4706;, so things should still work fine.  This only matters if you develop notebooks in cocalc, then use them with nbgrader entirely outside of cocalc. There's also a warning about this in our UI.;Premise: Clarification/ providing additional information
400:16;CoCalc_4706;See upstream ticket: https://github.com/jupyter/nbgrader/issues/1342;Premise: Visual content or supporting file
401:5;CoCalc_4772;![image;Premise: Visual content or supporting file
401:6;CoCalc_4772;"<img width=""493"" alt=""ballot-box-checked-verdana"" src=""https://user-images.githubusercontent.com/528072/88844231-fba72400-d1a7-11ea-9e2a-5c4db148c485.png"">";Premise: Visual content or supporting file
403:5;CoCalc_4981;Screenshot;Premise: Visual content or supporting file
404:6;CoCalc_5062;did you see this?  It's a one click way to get a command line Jupyter console connected to the same kernel as a notebook.  And if the notebook kernel is restarted it automatically points itself at the new kernel;Premise: Clarification/ providing additional information
404:8;CoCalc_5062;"To use this, just click the ""Console"" button at the top of a cocalc-Jupyter notebook!  That's it.  Super easy.";Premise: Specific usage experience
404:9;CoCalc_5062;"![image](https://user-images.githubusercontent.com/1276278/101110497-eeeb7000-358d-11eb-992e-9fccebf3fc90.png)Now I can use the left like a normal notebook, and I can use the right side like a command line terminal, but they are using the same kernel (so same variables).  It's the best of both worlds (notebook and command line).";Premise: Visual content or supporting file
404:10;CoCalc_5062;![image](https://user-images.githubusercontent.com/1276278/101110620-3a9e1980-358e-11eb-8977-b692f16fd216.png);Premise: Visual content or supporting file
405:4;CoCalc_5118;"iPad: run buttons in Sage worksheets and Jupyter notebooks in portrait mode1. The run button disappears on an iPad in portrait mode with a Sage worksheet.  It is there when in landscape mode.";Premise: Specific usage experience
405:6;CoCalc_5118;"2. Jupyter notebooks do have the run button in portrait mode, though the word ""Run"" is hidden, which makes the button small and harder to click.";Premise: Specific usage experience
405:7;CoCalc_5118;", this is because Jupyter classic never has the word ""Run"" for the run button, since it is NOT mobile friendly, so they don't need to use the run button much.";Premise: Clarification/ providing additional information
406:6;Google_Colab_11;"![image](https://user-images.githubusercontent.com/5977817/34364003-aedddc26-eac4-11e7-9164-b6faf16a1a74.png)Related specification: [start number](http://spec.commonmark.org/0.27/#start-number). Minimal example:2. second itemRendered as:1. second item";Premise: Visual content or supporting file
406:8;Google_Colab_11;so this is (unfortunately) working as intended.;Premise: Referring to another issue
406:10;Google_Colab_11;More info on markdown in colab is in [this sample notebook];Premise: Visual content or supporting file
406:13;Google_Colab_11;"see: https://github.com/chjj/marked/issues/665.A workaround is to use an HTML ordered list in the markdown:";Premise: Visual content or supporting file
408:16;Google_Colab_171;to avoid having to use the mouse to skip them;Premise: Specific usage experience
409:4;Google_Colab_204;https://colab.research.google.com/drive/1PUrYIyFWxL-NYm_Ys1VCMiAhJRsTzL6U#scrollTo=5rcRmmtxrGTN&forceEdit=true&offline=true&sandboxMode=true;Premise: Visual content or supporting file
409:5;Google_Colab_204;https://colab.research.google.com/drive/1r-N4wwubRWH3_mioUTSFUOD9Y4dK62_L;Premise: Visual content or supporting file
410:32;Google_Colab_253;. 11G is too small. Can't really do much.;Premise: Clarification/ providing additional information
410:34;Google_Colab_253;After the 12.72 GB RAM is maxed out, I immediately get the prompt of crash and option to increase my RAM.;Premise: Specific usage experience
410:39;Google_Colab_253;"Isn't 25.5Gb free a great thing ;)";Premise: Specific usage experience
410:47;Google_Colab_253;"Just click on ""Get more RAM"" and you would be able to work on a 25Gbs instance. Not sure if it is still free?";Premise: Specific usage experience
410:50;Google_Colab_253;I made a short video on this a few weeks ago: https://drive.google.com/file/d/1ijawhI6AuPXxWhLu8flkrHZPTu3o_zF0/view?usp=sharing;Premise: Evidence that the issue is or can be resolved
410:51;Google_Colab_253;![screenshot-colab research google com-2019 08 05-00_53_17](https://user-images.githubusercontent.com/46052567/62428147-c9412300-b71b-11e9-9954-8e392a2857b7.png);Premise: Visual content or supporting file
410:53;Google_Colab_253;I've tried a lot of different ways.;Premise: Evidence that the issue is or can be resolved
410:58;Google_Colab_253;![Screenshot (2)](https://user-images.githubusercontent.com/57695875/71618963-097fd100-2be8-11ea-9af3-a9a456d1d076.png);Premise: Visual content or supporting file
411:5;Google_Colab_346;https://github.com/googlecolab/colabtools/issues/241;Premise: Referring to another issue
412:4;Google_Colab_420;"<img width=""670"" alt=""screen shot 2019-02-08 at 4 01 27 pm"" src=""https://user-images.githubusercontent.com/37666064/52505974-228c2780-2bbb-11e9-9e8e-d2f647f26057.png"">Here's the notebook: http://www.cs.toronto.edu/~rgrosse/courses/csc421_2019/tutorials/tut4/tut4.ipyn";Premise: Visual content or supporting file
413:11;Google_Colab_426;one or two time if due to internet it disconnects there after it takes long time for notebook to get connected;Premise: Clarification/ providing additional information
417:6;Google_Colab_534;image](https://user-images.githubusercontent.com/7376078/57031697-3f099000-6bfd-11e9-96bf-772929c9e205.png);Premise: Visual content or supporting file
417:9;Google_Colab_534;![image](https://user-images.githubusercontent.com/7376078/57031764-72e4b580-6bfd-11e9-9fa7-e01f6e685cc3.png);Premise: Visual content or supporting file
418:8;Google_Colab_541;", I'm guessing you're looking to wrap text within the iframe rather than horizontally scroll?An example of that is:";Premise: Visual content or supporting file
418:15;Google_Colab_541;"Yes- the maximum height is 1000px but this can be overriden by executing the Javascript:```javascriptgoogle.colab.output.setIframeHeight(0, true, {maxHeight: 5000,})```An example in Python:";Premise: Visual content or supporting file
418:17;Google_Colab_541;"`from IPython.display import Javascriptdisplay(Javascript('''google.colab.output.setIframeWidth(0, true, {maxWidth: 500})'''))`";Premise: Visual content or supporting file
418:21;Google_Colab_541;https://stackoverflow.com/questions/58890109/line-wrapping-in-collaboratory-google-results/61401455#61401455;Premise: Referring to another issue
418:23;Google_Colab_541;from IPython.display import HTML, display;Premise: Visual content or supporting file
419:15;Google_Colab_547;I used to be able to hit the escape key and the three dots in the cell would go away and lock the page so I could scroll up and down with the arrow keys. now It just doesn't respond when I hit the escape key, and I can only scroll from cell to cell.  I tried it with both current chrome and firefox.;Premise: Specific usage experience
419:16;Google_Colab_547;![Capture15](https://user-images.githubusercontent.com/8146561/57576453-e1532000-7414-11e9-8da6-7b4fe7d3b201.PNG);Premise: Visual content or supporting file
421:5;Google_Colab_617;"The image below shows, how after performing a dot-dot-slash (or for that matter dot-slash) and tabbing (or ctrl+space), and then selecting the resulting auto path by pressing ""Enter"" results in duplicate appearance, thus turning it into dot-dot-dot-dot-slash.![image";Premise: Visual content or supporting file
421:7;Google_Colab_617;No logical inference can be drawn about when that is.;Premise: Visual content or supporting file
421:10;Google_Colab_617;"have been getting used to that nagging feeling of not conveniently being able to use auto-complete of paths. I hope select ""Enter"" is the right method? Because that is how it is in most linux based auto-complete systems.";Premise: Evidence that the issue is or can be resolved
421:11;Google_Colab_617;"I hope select ""Enter"" is the right method? Because that is how it is in most linux based auto-complete systems.";Premise: Comparing with competitors/consistency
422:5;Google_Colab_636;"My favorite is different column highlights for each tab, which I haven't seen in a while so I don't have an exact pic of this. But the first left tabs will always be one color , next tab will be another, etc. I made a quick mock up of what I'm trying to describehttps://snag.gy/8GNXs2.jpg";Premise: Visual content or supporting file
422:9;Google_Colab_636;![image](https://user-images.githubusercontent.com/2152569/61968479-00316f00-af8d-11e9-9330-f7407f519400.png);Premise: Visual content or supporting file
422:11;Google_Colab_636;Vertical lines are a classic way to do this.;Premise: Specific usage experience
422:12;Google_Colab_636;https://snag.gy/R02NzM.jpg;Premise: Visual content or supporting file
424:11;Google_Colab_805;there have not been any changes in Colab in the past 3 days which would have affected this.;Premise: Visual content or supporting file
424:13;Google_Colab_805;I reloaded, tab started working as expected.;Premise: Evidence that the issue is or can be resolved
424:15;Google_Colab_805;[tab.zip](https://github.com/googlecolab/colabtools/files/3730028/tab.zip);Premise: Visual content or supporting file
425:6;Google_Colab_824;"I found the issue :)My google drive is fullI lost too much time trying to solve this issue.";Premise: Specific usage experience
426:4;Google_Colab_862;an unexpected hidden file in there, which was definitely the cause.;Premise: Specific usage experience
428:6;Google_Colab_951;![Screenshot (58)](https://user-images.githubusercontent.com/43538207/72648487-2ca8cf80-39a1-11ea-8e8d-7e0a93a26566.png);Premise: Visual content or supporting file
429:7;Google_Colab_1275;"Header Tags Using Markdown Removes Underlines from Forms- Describe the current behavior:When using markdown syntax in a code cell and any header tags (e.g., `<h1>`) inside of thatsyntax, some underlines below a forms input/selection section disappears";Premise: Specific usage experience
429:9;Google_Colab_1275;"This is what I'm seeing using Brave browser:![image]";Premise: Visual content or supporting file
429:11;Google_Colab_1275;"This is what I am seeing (note the CPU_type_of_work and output_type forms):![myscreen]";Premise: Visual content or supporting file
429:12;Google_Colab_1275;try unzooming in your screen.;Premise: Evidence that the issue is or can be resolved
429:15;Google_Colab_1275;The header tag is just one case that triggers it.;Premise: Clarification/ providing additional information
429:17;Google_Colab_1275;Ok, yes- when my zoom is <100% then I'm seeing that the 1px lines occasionally disappear;Premise: Specific usage experience
430:4;Google_Colab_1293;<img;Premise: Visual content or supporting file
431:10;Google_Colab_1297;Here is one example https://colab.research.google.com/notebooks/intro.ipynb;Premise: Visual content or supporting file
431:13;Google_Colab_1297;"Here's a screenshot:![header_collapse_colab]";Premise: Visual content or supporting file
432:2;Google_Colab_1334;"Here's a quick workaround which serves up the results of `nvidia-smi` in an iframe which is refreshed every 30s-";Premise: Evidence that the issue is or can be resolved
432:6;Google_Colab_1334;Because colab is built based on IPython,;Premise: Clarification/ providing additional information
432:12;Google_Colab_1334;Thus, I can't run `nvidia-smi` when running my machine learning program. However, the right top icon simply shows the usage of disk and RAM.;Premise: Specific usage experience
432:13;Google_Colab_1334;![ram](https://user-images.githubusercontent.com/9963412/84566881-4a8b2c80-ada7-11ea-9ec2-ecee48720ea0.png);Premise: Visual content or supporting file
433:7;Google_Colab_1384;"which in my experience rarely explicitly add line breaks -- likely because they were designed to work well with Jupyter.This has come up for JAX, as we try to figure out how whether we should wrap explicitly long error messages or not.";Premise: Comparing with competitors/consistency
433:8;Google_Colab_1384;"Example:![image](https://user-images.githubusercontent.com/1217238/86518154-e840ad00-bde3-11ea-9755-db8ed0616b4f.png)";Premise: Visual content or supporting file
434:4;Google_Colab_1576;The 'active sessions' window keep popping up every 2 minutes or so;Premise: Specific usage experience
434:6;Google_Colab_1576;: It never pop up randomly before, so.;Premise: Specific usage experience
434:8;Google_Colab_1576;Try disabling extensions, or using Colab in an incognito window with extensions disabled, to resolve the problem.;Premise: Evidence that the issue is or can be resolved
435:6;Google_Colab_1616;"both because Numpy is so broadly used and because the format does a pretty good job being both human and machine readable in a variety of environments (e.g. both the REPL’s `help()` and in generated HTML documentation). However, I discovered today that the style used for code samples (the [doctest](https://docs.python.org/3/library/doctest.html) style) renders *really* poorly in Colab’s popovers.In particular:- line breaks aren’t preserved,- the text is not monospaced,- the `>>>` causes the text to be *very* deeply indented, and- there’s no syntax highlighting (it’s clearly possible since GitHub-style fenced code blocks in docstrings *do* get syntax highlighting).When examples include sample output, they become nearly unreadable because the code a reader should type and the sample output both run together.";Premise: Specific usage experience
435:8;Google_Colab_1616;Colab provides a really nice, approachable, no-setup environment for introducing people to programming techniques and sharing research code, and the docstring popups really help elucidate what’s going on!;Premise: Evidence that the issue is or can be resolved
435:13;Google_Colab_1616;![image](https://user-images.githubusercontent.com/2152569/95240741-b7488d80-07c1-11eb-9402-4148ffa6b74f.png);Premise: Visual content or supporting file
435:14;Google_Colab_1616;"<img width=""758"" alt=""numpy-docstring-example-formatting"" src=""https://user-images.githubusercontent.com/74178/94776136-016ee080-0376-11eb-9840-71358fda3c07.png"">And a more stripped-down example:<img width=""821"" alt=""numpy-docstring-example-formatting-2"" src=""https://user-images.githubusercontent.com/74178/94776166-0f246600-0376-11eb-955d-49e889c09117.png"">";Premise: Visual content or supporting file
436:4;Google_Colab_2019;https://colab.research.google.com/drive/1nYgLqq5rBDhG3UztlMKKJ6dfzFrawZCZ?usp=sharing;Premise: Visual content or supporting file
438:5;Google_Colab_2046;"For example, a good place for it would be ""? ? Form"" cell submenu:<img";Premise: Visual content or supporting file
438:6;Google_Colab_2046;"<img width=""497"" alt=""Screen Shot 2021-05-26 at 3 29 18 PM"" src=""https://user-images.githubusercontent.com/2865203/119739573-4a106800-be37-11eb-81d6-6391d0f65ded.png"">For the reference, here is the aforementioned dialog:<img";Premise: Visual content or supporting file
439:3;Jupyter_Lab_162;"<img width=""471"" alt=""screen shot 2016-06-24 at 1 38 03 pm"" src=""https://cloud.githubusercontent.com/assets/2096628/16347178/f049802c-3a10-11e6-9159-62eadc90d268.png"">";Premise: Visual content or supporting file
441:12;Jupyter_Lab_227;"so there is some kind of reaction when the save button is clicked. We placed that indicator after the ""Markdown"" dropdown.";Premise: Evidence that the issue is or can be resolved
441:13;Jupyter_Lab_227;"Original notebook toolbar:![screen shot";Premise: Visual content or supporting file
441:14;Jupyter_Lab_227;Our mockup:;Premise: Visual content or supporting file
441:16;Jupyter_Lab_227;"Clean, simple, good usage of basic design elements. A few questions:- What icon set are you using?- What font size are the icons?";Premise: Clarification/ providing additional information
442:6;Jupyter_Lab_234;to make sure your typing will go to the right place.;Premise: Specific usage experience
442:8;Jupyter_Lab_234;Provide some visual feedback on what tab/object is currently focused;Premise: Specific usage experience
442:9;Jupyter_Lab_234;All OS window managers provide visual highlights for the active window (more or less prominent, more or less configurable, but they all give _something_).;Premise: Comparing with competitors/consistency
442:10;Jupyter_Lab_234;" #636, the ""current"" (most recently focused) widget in the dock panel gets styled.";Premise: Evidence that the issue is or can be resolved
443:6;Jupyter_Lab_268;because of the parenthesis,;Premise: Specific usage experience
443:8;Jupyter_Lab_268;Putting the number in parens is a standard thing to do when you have conflicting filenames when downloading, at least for Chrome on OS X,;Premise: Clarification/ providing additional information
443:15;Jupyter_Lab_268;The `(1)` just means it's the first console you have open. Right now, the version of phosphor we are using doesn't have tooltips, but the mono repo version will, so we can add a more helpful tooltip.;Premise: Specific usage experience
444:6;Jupyter_Lab_303;as this is a difference in behavior with the old notebook:;Premise: Comparing with competitors/consistency
445:9;Jupyter_Lab_447;"When you open the CP with Command+Shift+P, it focuses the search field and you can type and press enter to run the command. But there is no visual indication the command was run. The search field is still populated/filtered and the original selected item is still selected. Running a command should completely reset the search field and selection.- After you run a command, you can't keep working on your previous activity as the CP is still focused. We should focus the previous activity.- If you ran a command, go back to your activity and they try to run another command, the CP collapses. This makes it impossible to run multiple commands in a row. Command+Shift+P should always _open_ (not toggle) the CP.";Premise: Specific usage experience
445:14;Jupyter_Lab_447;The input field is focused and selected _before_ the command is run. So if the command execution sets focus to something, that thing will remain focused. In general, the command palette has no way of knowing what was previously focused;Premise: Specific usage experience
445:16;Jupyter_Lab_447;We opted with the current behavior as this is what sublime does (except that sublime closes the palette on each command execution).;Premise: Comparing with competitors/consistency
446:13;Jupyter_Lab_680;because not all of the requisite CSS changes were made when moving over to the Phosphor mono-repo;Premise: Specific usage experience
446:18;Jupyter_Lab_680;since the order of css imports will be explicit.;Premise: Specific usage experience
446:21;Jupyter_Lab_680;per in-person discussion with @ellisonbg;Premise: Evidence that the issue is or can be resolved
446:24;Jupyter_Lab_680;"<img width=""1279"" alt=""screen shot 2016-08-16 at 8 17 43 pm"" src=""https://cloud.githubusercontent.com/assets/27600/17723388/932b9b02-63ee-11e6-821b-ba671274925a.png"">";Premise: Visual content or supporting file
446:26;Jupyter_Lab_680;in favor of more specific issues?;Premise: Referring to another issue
446:28;Jupyter_Lab_680;given that Darian will be back on Monday.;Premise: Evidence that the issue is or can be resolved
448:13;Jupyter_Lab_749;img;Premise: Visual content or supporting file
448:15;Jupyter_Lab_749;this is fixed in the Tech Preview;Premise: Evidence that the issue is or can be resolved
448:18;Jupyter_Lab_749;"Some context-menu items appear to have issues, even in the Tech Preview:<img";Premise: Visual content or supporting file
448:20;Jupyter_Lab_749;img;Premise: Visual content or supporting file
448:23;Jupyter_Lab_749;that are the result of Safari not following the browser spec.;Premise: Evidence that the issue is or can be resolved
448:26;Jupyter_Lab_749;Given that the tech preview (due for release this Fall) does fix the CSS issue described in #109;Premise: Evidence that the issue is or can be resolved
448:28;Jupyter_Lab_749;so that it is at least usable on the officially supported browsers.;Premise: Evidence that the issue is or can be resolved
448:29;Jupyter_Lab_749;As mentioned in #757;Premise: Referring to another issue
449:4;Jupyter_Lab_903;as the prompt area will be used in various styling aspects and for drag-n-drop.;Premise: Specific usage experience
450:3;Jupyter_Lab_926;since it is not a user-facing item;Premise: Clarification/ providing additional information
451:7;Jupyter_Lab_962;"being able to delete a cell but keep it's results2. being able to keep a cell but delete it's results3. being able to collapse a cell but display it's results4. being able to display a cell but collapse it's results";Premise: Evidence that the issue is or can be resolved
451:9;Jupyter_Lab_962;Part of the goal for the notebook is to encourage reproducible computation, and deleting a cell and only showing the results seems at od;Premise: Specific usage experience
452:17;Jupyter_Lab_1084;I find looking at white screen all days strains my eyes, particularly when I switching from dark themed windows (terminal, text editor, etc.) to white themed ones.  I like that jupyterlab provides the option to change the theme from the **Editor > Theme** menu ;Premise: Evidence that the issue is or can be resolved
452:24;Jupyter_Lab_1084;It's very distracting for general users to choose from sea of selections.;Premise: Specific usage experience
452:28;Jupyter_Lab_1084;So now the icons can easily be rendered to all shades of gray ?  from the variables.css file.;Premise: Evidence that the issue is or can be resolved
452:34;Jupyter_Lab_1084;Basically, I see a theme switching plugin as (1) providing a way to add and remove a style tag on a page with a given set of CSS variable settings, (2) a way for plugins to register new themes (which basically would be a chunk of CSS variable setting code to add in a style tag), and (3) adding say a top-level menu item that lists themes and lets you choose another one.;Premise: Evidence that the issue is or can be resolved
452:37;Jupyter_Lab_1084;Sublime has a `color_scheme` for the text area and a `theme` for UI itself.;Premise: Comparing with competitors/consistency
452:39;Jupyter_Lab_1084;as you can change themes in the settings system in master.;Premise: Evidence that the issue is or can be resolved
452:40;Jupyter_Lab_1084;![screen_cap636211053122475806](https://cloud.githubusercontent.com/assets/22569604/22373888/c3696296-e471-11e6-956b-719923953d7c.png);Premise: Visual content or supporting file
454:25;Jupyter_Lab_1308;"So for full feature parity notebook metadata and cell level metadata should probably be treated separately.In the classic notebook:* notebook level metadata are editable from the ""Edit ? Notebook Metadata"" menu dropdown.* cell level metadata are accessed by enabling cell level metadata editing with ""View ? Cell Toolbar ? Edit Metadata"" which enables the cell toolbar with an ""Edit Metadata"" button on the right hand side.";Premise: Evidence that the issue is or can be resolved
454:28;Jupyter_Lab_1308;"since you can definitelybreak your notebook.";Premise: Clarification/ providing additional information
454:30;Jupyter_Lab_1308;"since unlikesettings, etc. your server's nbformat is the source of Truth.";Premise: Clarification/ providing additional information
454:33;Jupyter_Lab_1308;img;Premise: Visual content or supporting file
454:37;Jupyter_Lab_1308;![image](https://cloud.githubusercontent.com/assets/291575/22099213/b3f3f5e4-de2a-11e6-8840-c5d53ec09853.png);Premise: Visual content or supporting file
454:39;Jupyter_Lab_1308;since we really should have this functionality in core.;Premise: Specific usage experience
454:42;Jupyter_Lab_1308;Also, so long as cell tools is notebook-only (right?);Premise: Clarification/ providing additional information
454:45;Jupyter_Lab_1308;https://github.com/yuvipanda/jupyterlab-nbmetadata;Premise: Visual content or supporting file
454:47;Jupyter_Lab_1308;#5968;Premise: Referring to another issue
454:48;Jupyter_Lab_1308;#5968;Premise: Referring to another issue
455:10;Jupyter_Lab_1526;"When I have to splits one on top of another (I use portrait oriented monitor) and I execute something which produce outputs in the top split, e.g here:![image]";Premise: Visual content or supporting file
455:12;Jupyter_Lab_1526;![image;Premise: Visual content or supporting file
455:14;Jupyter_Lab_1526;it is in the old notebook.;Premise: Comparing with competitors/consistency
455:16;Jupyter_Lab_1526;![image;Premise: Visual content or supporting file
